,rule,type,coef,support,importance
193,vel x > 0 and vel y <= 0 and vel y > 0 and angleVel > 0,rule,0.14112329097582166,0.01184,0.015264696777991723
15,pos y <= 0 and vel x > 0.0024 and vel y > 0.0,rule,-0.017397686588887587,0.0112,0.0018308583420122192
128,vel x > 0 and vel y > 0 and angle > 0,rule,0.10549183952494386,0.01088,0.010943539374254031
203,vel x <= 0 and vel y > 0 and contact_2 > 0,rule,0.15320773514910047,0.01056,0.015660563447775114
190,vel x <= 0 and vel y <= 0,rule,0.03734887330008552,0.01056,0.0038177210794851785
11,pos y <= 0 and pos y > 0.05823 and vel x > 0.02366 and vel y <= 0 and vel y > 0.0 and angle <= 0.0 and angle > 0 and angleVel <= 0,rule,-0.23669161740976244,0.01024,0.023828560376595934
200,vel x <= 0 and contact_1 > 0,rule,0.3096805600785438,0.00992,0.030690567826924517
186,pos y <= 0.13476 and vel y > 0 and angle > 0,rule,0.3806730349055297,0.0096,0.037118724722871144
212,pos y <= 1 and vel x <= 0 and vel x > 0 and vel y > 0 and angleVel <= 0 and angleVel > 0,rule,0.5790321404392093,0.0096,0.056460354834409796
10,pos y > 1 and vel y <= 0 and vel y > 0,rule,-0.40099719132649186,0.00896,0.03778687068869458
196,pos y > 0 and vel x <= 0 and vel y > 0.0 and angleVel > 0,rule,-0.015538920056761725,0.00864,0.001438114282586453
204,vel x <= 0 and vel x > 0 and vel y > 0 and angle <= 0 and angle > 0,rule,0.5693851091402089,0.00832,0.05171940804154573
187,vel y <= 0 and vel y > 0 and angleVel > 0,rule,0.3001442419875811,0.00832,0.027263239367318264
40,vel x > 0 and vel y > 0.02479 and angleVel > 4e-05,rule,-0.15590233368098216,0.008,0.013888439320816116
199,vel x <= 0 and vel y <= 0 and vel y > 0,rule,0.22822488205048808,0.00672,0.018645905261907278
7,vel x > 0.30555 and vel y <= -0.40018 and vel y > 0 and angle <= 0,rule,-0.2579786944368645,0.0064,0.02057214700160361
9,pos y <= 0 and pos y > 0 and vel x > 0.02366 and vel y <= -0.41555 and vel y > 0 and angle > 0 and angleVel > 0,rule,-0.04092153774376858,0.00352,0.002423581173512654
205,vel x <= 0 and vel x > 0 and vel y <= 0 and vel y > 0 and angleVel > 0,rule,0.14027583856474207,0.0032,0.007922493241945381
